lat_r,lon_r,start_rides,geometry,dot_class,index_right,zip,zip_class,matrix_cat,start_station_name
38.8906,-77.0172,2,POINT (-8573515.486323709 4706013.054193708),medium,79.0,20565,dark,Balanced,4th St & Madison Dr NW
38.8906,-77.0171,1,POINT (-8573504.35437463 4706013.054193708),small,79.0,20565,dark,Net sink ZIP,4th St & Madison Dr NW
38.8906,-77.017,1,POINT (-8573493.22242555 4706013.054193708),small,79.0,20565,dark,Net sink ZIP,3rd & N St NE
38.8907,-77.0808,1,POINT (-8580595.405938162 4706027.35625808),small,93.0,22209,dark,Net sink ZIP,15th St & N Scott St
38.8907,-77.0151,1,POINT (-8573281.715393044 4706027.35625808),small,60.0,20024,dark,Net sink ZIP,5th & K St NW
38.8908,-77.0835,1,POINT (-8580895.968563303 4706041.658342585),small,111.0,22201,dark,Net sink ZIP,15th St & N Scott St
38.8908,-77.0749,2,POINT (-8579938.62094248 4706041.658342585),medium,93.0,22209,dark,Balanced,Arlington Blvd & Ft Myer Dr
38.8909,-77.0749,243,POINT (-8579938.62094248 4706055.960447226),large,93.0,22209,dark,High-turnover hub,Arlington Blvd & Ft Myer Dr
38.891,-77.015,1,POINT (-8573270.583443964 4706070.262572002),small,60.0,20024,dark,Net sink ZIP,5th & F St NW
38.8916,-77.0847,1,POINT (-8581029.551952254 4706156.075743499),small,111.0,22201,dark,Net sink ZIP,Wilson Blvd & N Uhle St
38.8916,-77.0846,1,POINT (-8581018.420003176 4706156.075743499),small,111.0,22201,dark,Net sink ZIP,Wilson Blvd & N Uhle St
38.8916,-77.015,1,POINT (-8573270.583443964 4706156.075743499),small,60.0,20024,dark,Net sink ZIP,2nd St & Seaton Pl NE
38.8917,-77.0847,1,POINT (-8581029.551952254 4706170.378009225),small,111.0,22201,dark,Net sink ZIP,Wilson Blvd & N Uhle St
38.8917,-77.0846,510,POINT (-8581018.420003176 4706170.378009225),large,111.0,22201,dark,High-turnover hub,Wilson Blvd & N Uhle St
38.8917,-76.9135,1,POINT (-8561971.655128445 4706170.378009225),small,49.0,20019,dark,Net sink ZIP,61st St & Banks Pl NE
38.8918,-77.0847,7,POINT (-8581029.551952254 4706184.6802950865),medium,111.0,22201,dark,Balanced,Wilson Blvd & N Uhle St
38.8918,-77.0846,10,POINT (-8581018.420003176 4706184.6802950865),medium,111.0,22201,dark,Balanced,Wilson Blvd & N Uhle St
38.8918,-77.0546,1,POINT (-8577678.835279377 4706184.6802950865),small,70.0,20037,dark,Net sink ZIP,Rock Creek Pkwy & Pkwy Dr NW 
38.8918,-76.9136,24,POINT (-8561982.787077526 4706184.6802950865),large,49.0,20019,dark,High-turnover hub,61st St & Banks Pl NE
38.8918,-76.9135,1,POINT (-8561971.655128445 4706184.6802950865),small,49.0,20019,dark,Net sink ZIP,61st St & Banks Pl NE
38.8919,-77.0546,10,POINT (-8577678.835279377 4706198.982601082),medium,70.0,20037,dark,Balanced,Rock Creek Pkwy & Pkwy Dr NW 
38.8919,-77.0545,709,POINT (-8577667.703330299 4706198.982601082),large,70.0,20037,dark,High-turnover hub,Rock Creek Pkwy & Pkwy Dr NW 
38.8919,-77.0432,1,POINT (-8576409.793084335 4706198.982601082),small,60.0,20024,dark,Net sink ZIP,15th St & Constitution Ave NW
38.8919,-76.9136,1,POINT (-8561982.787077526 4706198.982601082),small,49.0,20019,dark,Net sink ZIP,61st St & Banks Pl NE
38.892,-77.0546,2,POINT (-8577678.835279377 4706213.284927215),medium,70.0,20037,dark,Balanced,Rock Creek Pkwy & Pkwy Dr NW 
38.8921,-77.0794,2,POINT (-8580439.558651052 4706227.587273484),medium,93.0,22209,dark,Balanced,Rhodes St & 16th St N
38.8921,-77.0793,1,POINT (-8580428.426701972 4706227.587273484),small,93.0,22209,dark,Net sink ZIP,Rhodes St & 16th St N
38.8921,-77.0159,1,POINT (-8573370.770985678 4706227.587273484),small,59.0,20001,dark,Net sink ZIP,14th & G St NW
38.8921,-76.9959,2,POINT (-8571144.381169813 4706227.587273484),medium,52.0,20002,dark,Balanced,7th St & Massachusetts Ave NE
38.8922,-77.0794,223,POINT (-8580439.558651052 4706241.889639889),large,93.0,22209,dark,High-turnover hub,Rhodes St & 16th St N
38.8922,-77.0793,4,POINT (-8580428.426701972 4706241.889639889),medium,93.0,22209,dark,Balanced,Rhodes St & 16th St N
38.8922,-77.0436,1,POINT (-8576454.320880651 4706241.889639889),small,62.0,20245,pale,Low traffic,20th & E St NW
38.8922,-77.0433,2,POINT (-8576420.925033413 4706241.889639889),medium,43.0,20006,dark,Balanced,19th St & Constitution Ave NW
38.8922,-77.0432,4,POINT (-8576409.793084335 4706241.889639889),medium,43.0,20006,dark,Balanced,19th St & Constitution Ave NW
38.8922,-77.0431,806,POINT (-8576398.661135254 4706241.889639889),large,43.0,20006,dark,High-turnover hub,19th St & Constitution Ave NW
38.8922,-77.043,4,POINT (-8576387.529186176 4706241.889639889),medium,43.0,20006,dark,Balanced,19th St & Constitution Ave NW
38.8922,-77.0333,13,POINT (-8575307.730125481 4706241.889639889),medium,54.0,20230,medium,Balanced,15th St & Constitution Ave NW
38.8922,-77.0332,1683,POINT (-8575296.598176401 4706241.889639889),large,54.0,20230,medium,Balanced,15th St & Constitution Ave NW
38.8922,-77.0331,12,POINT (-8575285.466227323 4706241.889639889),medium,54.0,20230,medium,Balanced,15th St & Constitution Ave NW
38.8922,-77.0185,1,POINT (-8573660.201661741 4706241.889639889),small,79.0,20565,dark,Net sink ZIP,5th St & Massachusetts Ave NW
38.8922,-77.0139,1,POINT (-8573148.132004092 4706241.889639889),small,59.0,20001,dark,Net sink ZIP,Constitution Ave & 2nd St NW/DOL
38.8922,-77.0036,1,POINT (-8572001.541248921 4706241.889639889),small,52.0,20002,dark,Net sink ZIP,New Jersey Ave & H St SE
38.8922,-76.996,737,POINT (-8571155.513118891 4706241.889639889),large,52.0,20002,dark,High-turnover hub,7th St & Massachusetts Ave NE
38.8922,-76.9959,55,POINT (-8571144.381169813 4706241.889639889),large,52.0,20002,dark,High-turnover hub,7th St & Massachusetts Ave NE
38.8922,-76.9958,1,POINT (-8571133.249220733 4706241.889639889),small,52.0,20002,dark,Net sink ZIP,7th St & Massachusetts Ave NE
38.8923,-77.0794,2,POINT (-8580439.558651052 4706256.192026432),medium,93.0,22209,dark,Balanced,Rhodes St & 16th St N
38.8923,-77.049,4,POINT (-8577055.446130935 4706256.192026432),medium,70.0,20037,dark,Balanced,22nd St & Constitution Ave NW
38.8923,-77.0489,3,POINT (-8577044.314181857 4706256.192026432),medium,70.0,20037,dark,Balanced,22nd St & Constitution Ave NW
38.8923,-77.0433,2,POINT (-8576420.925033413 4706256.192026432),medium,43.0,20006,dark,Balanced,19th St & Constitution Ave NW
38.8923,-77.0432,17,POINT (-8576409.793084335 4706256.192026432),medium,43.0,20006,dark,Balanced,19th St & Constitution Ave NW
38.8923,-77.0431,9,POINT (-8576398.661135254 4706256.192026432),medium,43.0,20006,dark,Balanced,19th St & Constitution Ave NW
38.8923,-77.043,10,POINT (-8576387.529186176 4706256.192026432),medium,43.0,20006,dark,Balanced,19th St & Constitution Ave NW
38.8923,-77.0429,1,POINT (-8576376.397237098 4706256.192026432),small,43.0,20006,dark,Net sink ZIP,19th St & Constitution Ave NW
38.8923,-77.0333,7,POINT (-8575307.730125481 4706256.192026432),medium,54.0,20230,medium,Balanced,15th St & Constitution Ave NW
38.8923,-77.0332,16,POINT (-8575296.598176401 4706256.192026432),medium,54.0,20230,medium,Balanced,15th St & Constitution Ave NW
38.8923,-77.0331,4,POINT (-8575285.466227323 4706256.192026432),medium,54.0,20230,medium,Balanced,15th St & Constitution Ave NW
38.8923,-77.014,13,POINT (-8573159.26395317 4706256.192026432),medium,59.0,20001,dark,Balanced,Constitution Ave & 2nd St NW/DOL
38.8923,-77.0139,1791,POINT (-8573148.132004092 4706256.192026432),large,59.0,20001,dark,High-turnover hub,Constitution Ave & 2nd St NW/DOL
38.8923,-77.0138,12,POINT (-8573137.000055013 4706256.192026432),medium,59.0,20001,dark,Balanced,Constitution Ave & 2nd St NW/DOL
38.8923,-76.996,5,POINT (-8571155.513118891 4706256.192026432),medium,52.0,20002,dark,Balanced,7th St & Massachusetts Ave NE
38.8923,-76.9959,1,POINT (-8571144.381169813 4706256.192026432),small,52.0,20002,dark,Net sink ZIP,7th St & Massachusetts Ave NE
38.8924,-77.049,21,POINT (-8577055.446130935 4706270.494433111),medium,70.0,20037,dark,Balanced,22nd St & Constitution Ave NW
38.8924,-77.0489,765,POINT (-8577044.314181857 4706270.494433111),large,70.0,20037,dark,High-turnover hub,22nd St & Constitution Ave NW
38.8924,-77.0138,1,POINT (-8573137.000055013 4706270.494433111),small,59.0,20001,dark,Net sink ZIP,Constitution Ave & 2nd St NW/DOL
38.8924,-76.9961,1,POINT (-8571166.645067971 4706270.494433111),small,52.0,20002,dark,Net sink ZIP,7th St & Massachusetts Ave NE
38.8925,-77.0822,3,POINT (-8580751.253225273 4706284.796859926),medium,111.0,22201,dark,Balanced,Wilson Blvd & N Troy St
38.8925,-77.0821,13,POINT (-8580740.121276192 4706284.796859926),medium,111.0,22201,dark,Balanced,Wilson Blvd & N Troy St
38.8925,-77.082,1,POINT (-8580728.989327112 4706284.796859926),small,111.0,22201,dark,Net sink ZIP,Wilson Blvd & N Troy St
38.8925,-77.049,17,POINT (-8577055.446130935 4706284.796859926),medium,70.0,20037,dark,Balanced,22nd St & Constitution Ave NW
38.8925,-77.0489,8,POINT (-8577044.314181857 4706284.796859926),medium,70.0,20037,dark,Balanced,22nd St & Constitution Ave NW
38.8926,-77.0822,2,POINT (-8580751.253225273 4706299.099306879),medium,111.0,22201,dark,Balanced,Wilson Blvd & N Troy St
38.8926,-77.0821,330,POINT (-8580740.121276192 4706299.099306879),large,111.0,22201,dark,High-turnover hub,Wilson Blvd & N Troy St
38.8927,-76.9984,2,POINT (-8571422.679896796 4706313.401773967),medium,52.0,20002,dark,Balanced,Massachusetts Ave & 6th St NE
38.8928,-77.0261,1,POINT (-8574506.22979177 4706327.704261193),small,65.0,20004,dark,Net sink ZIP,10th St & Constitution Ave NW
38.8928,-77.026,2,POINT (-8574495.09784269 4706327.704261193),medium,65.0,20004,dark,Balanced,10th St & Constitution Ave NW
38.8928,-76.9985,5,POINT (-8571433.811845876 4706327.704261193),medium,52.0,20002,dark,Balanced,Massachusetts Ave & 6th St NE
38.8928,-76.9984,45,POINT (-8571422.679896796 4706327.704261193),large,52.0,20002,dark,High-turnover hub,Massachusetts Ave & 6th St NE
38.8928,-76.9983,4,POINT (-8571411.547947716 4706327.704261193),medium,52.0,20002,dark,Balanced,Massachusetts Ave & 6th St NE
38.8929,-77.0261,5,POINT (-8574506.22979177 4706342.006768554),medium,65.0,20004,dark,Balanced,10th St & Constitution Ave NW
38.8929,-77.026,7,POINT (-8574495.09784269 4706342.006768554),medium,65.0,20004,dark,Balanced,10th St & Constitution Ave NW
38.8929,-77.0259,2,POINT (-8574483.96589361 4706342.006768554),medium,61.0,20530,pale,Balanced,10th St & Constitution Ave NW
38.8929,-76.9985,6,POINT (-8571433.811845876 4706342.006768554),medium,52.0,20002,dark,Balanced,Massachusetts Ave & 6th St NE
38.8929,-76.9984,919,POINT (-8571422.679896796 4706342.006768554),large,52.0,20002,dark,High-turnover hub,Massachusetts Ave & 6th St NE
38.8929,-76.9983,1,POINT (-8571411.547947716 4706342.006768554),small,52.0,20002,dark,Net sink ZIP,Massachusetts Ave & 6th St NE
38.893,-77.0261,1,POINT (-8574506.22979177 4706356.309296056),small,65.0,20004,dark,Net sink ZIP,10th St & Constitution Ave NW
38.893,-77.026,1369,POINT (-8574495.09784269 4706356.309296056),large,65.0,20004,dark,High-turnover hub,10th St & Constitution Ave NW
38.893,-76.9984,2,POINT (-8571422.679896796 4706356.309296056),medium,52.0,20002,dark,Balanced,Massachusetts Ave & 6th St NE
38.893,-76.9825,8,POINT (-8569652.699993184 4706356.309296056),medium,52.0,20002,dark,Balanced,16th St & North Carolina Ave NE
38.8931,-77.0262,1,POINT (-8574517.36174085 4706370.611843692),small,65.0,20004,dark,Net sink ZIP,10th St & Constitution Ave NW
38.8931,-77.0261,7,POINT (-8574506.22979177 4706370.611843692),medium,65.0,20004,dark,Balanced,10th St & Constitution Ave NW
38.8931,-77.026,8,POINT (-8574495.09784269 4706370.611843692),medium,65.0,20004,dark,Balanced,10th St & Constitution Ave NW
38.8931,-77.026,8,POINT (-8574495.09784269 4706370.611843692),medium,65.0,20004,dark,Balanced,8th & H St NW
38.8931,-77.0259,2,POINT (-8574483.96589361 4706370.611843692),medium,61.0,20530,pale,Balanced,10th St & Constitution Ave NW
38.8931,-76.9826,5,POINT (-8569663.831942262 4706370.611843692),medium,52.0,20002,dark,Balanced,16th St & North Carolina Ave NE
38.8931,-76.9825,466,POINT (-8569652.699993184 4706370.611843692),large,52.0,20002,dark,High-turnover hub,16th St & North Carolina Ave NE
38.8931,-76.9824,19,POINT (-8569641.568044102 4706370.611843692),medium,52.0,20002,dark,Balanced,16th St & North Carolina Ave NE
38.8932,-77.0861,138,POINT (-8581185.399239365 4706384.9144114675),large,111.0,22201,dark,High-turnover hub,N Veitch St & Key Blvd
38.8932,-77.0262,2,POINT (-8574517.36174085 4706384.9144114675),medium,65.0,20004,dark,Balanced,10th St & Constitution Ave NW
38.8932,-77.0261,1,POINT (-8574506.22979177 4706384.9144114675),small,65.0,20004,dark,Net sink ZIP,10th St & Constitution Ave NW
38.8932,-77.0259,1,POINT (-8574483.96589361 4706384.9144114675),small,61.0,20530,pale,Low traffic,10th St & Constitution Ave NW
38.8932,-76.9824,2,POINT (-8569641.568044102 4706384.9144114675),medium,52.0,20002,dark,Balanced,16th St & North Carolina Ave NE
38.8933,-77.0861,5,POINT (-8581185.399239365 4706399.216999381),medium,111.0,22201,dark,Balanced,N Veitch St & Key Blvd
38.8933,-77.086,1,POINT (-8581174.267290287 4706399.216999381),small,111.0,22201,dark,Net sink ZIP,N Veitch St & Key Blvd
38.8933,-77.0765,1,POINT (-8580116.732127748 4706399.216999381),small,93.0,22209,dark,Net sink ZIP,Clarendon Blvd & Pierce St
38.8933,-77.0762,2,POINT (-8580083.336280512 4706399.216999381),medium,93.0,22209,dark,Balanced,Clarendon Blvd & Pierce St
38.8933,-77.0219,1,POINT (-8574038.687930437 4706399.216999381),small,65.0,20004,dark,Net sink ZIP,10th St & Constitution Ave NW
38.8934,-77.0765,1,POINT (-8580116.732127748 4706413.51960743),small,93.0,22209,dark,Net sink ZIP,Clarendon Blvd & Pierce St
38.8934,-77.0764,520,POINT (-8580105.600178672 4706413.51960743),large,93.0,22209,dark,High-turnover hub,Clarendon Blvd & Pierce St
38.8934,-77.0763,26,POINT (-8580094.468229592 4706413.51960743),large,93.0,22209,dark,High-turnover hub,Clarendon Blvd & Pierce St
38.8934,-77.0762,1,POINT (-8580083.336280512 4706413.51960743),small,93.0,22209,dark,Net sink ZIP,Clarendon Blvd & Pierce St
38.8935,-77.0765,1,POINT (-8580116.732127748 4706427.822235617),small,93.0,22209,dark,Net sink ZIP,Clarendon Blvd & Pierce St
38.8935,-77.0764,24,POINT (-8580105.600178672 4706427.822235617),large,93.0,22209,dark,High-turnover hub,Clarendon Blvd & Pierce St
38.8935,-77.0763,22,POINT (-8580094.468229592 4706427.822235617),medium,93.0,22209,dark,Balanced,Clarendon Blvd & Pierce St
38.8935,-77.0762,1,POINT (-8580083.336280512 4706427.822235617),small,93.0,22209,dark,Net sink ZIP,Clarendon Blvd & Pierce St
38.8935,-77.0416,7,POINT (-8576231.681899065 4706427.822235617),medium,43.0,20006,dark,Balanced,18th & C St NW
38.8935,-77.0415,541,POINT (-8576220.549949987 4706427.822235617),large,43.0,20006,dark,High-turnover hub,18th & C St NW
38.8935,-77.0414,5,POINT (-8576209.418000905 4706427.822235617),medium,43.0,20006,dark,Balanced,18th & C St NW
38.8936,-77.0767,1,POINT (-8580138.996025909 4706442.124883942),small,93.0,22209,dark,Net sink ZIP,Clarendon Blvd & Pierce St
38.8936,-77.0709,1,POINT (-8579493.342979308 4706442.124883942),small,93.0,22209,dark,Net sink ZIP,N Lynn St & Fairfax Dr
38.8936,-77.0416,1,POINT (-8576231.681899065 4706442.124883942),small,43.0,20006,dark,Net sink ZIP,18th & C St NW
38.8936,-77.0415,3,POINT (-8576220.549949987 4706442.124883942),medium,43.0,20006,dark,Balanced,18th & C St NW
38.8936,-77.0262,1,POINT (-8574517.36174085 4706442.124883942),small,65.0,20004,dark,Net sink ZIP,10th St & Constitution Ave NW
38.8937,-77.071,12,POINT (-8579504.474928387 4706456.427552407),medium,93.0,22209,dark,Balanced,N Lynn St & Fairfax Dr
38.8937,-77.0709,21,POINT (-8579493.342979308 4706456.427552407),medium,93.0,22209,dark,Balanced,N Lynn St & Fairfax Dr
38.8937,-77.0708,3,POINT (-8579482.21103023 4706456.427552407),medium,93.0,22209,dark,Balanced,N Lynn St & Fairfax Dr
38.8938,-77.0711,1,POINT (-8579515.606877467 4706470.730241006),small,93.0,22209,dark,Net sink ZIP,N Lynn St & Fairfax Dr
38.8938,-77.071,10,POINT (-8579504.474928387 4706470.730241006),medium,93.0,22209,dark,Balanced,N Lynn St & Fairfax Dr
38.8938,-77.0709,32,POINT (-8579493.342979308 4706470.730241006),large,93.0,22209,dark,High-turnover hub,N Lynn St & Fairfax Dr
38.8939,-77.0787,5,POINT (-8580361.635007495 4706485.032949747),medium,111.0,22201,dark,Balanced,Wilson Blvd & N Quinn St
38.8939,-77.0786,1,POINT (-8580350.503058417 4706485.032949747),small,111.0,22201,dark,Net sink ZIP,Wilson Blvd & N Quinn St
38.8939,-77.0709,423,POINT (-8579493.342979308 4706485.032949747),large,93.0,22209,dark,High-turnover hub,N Lynn St & Fairfax Dr
38.8939,-76.9481,1,POINT (-8565823.309509894 4706485.032949747),small,49.0,20019,dark,Net sink ZIP,Benning Branch Library
38.8939,-76.948,2,POINT (-8565812.177560814 4706485.032949747),medium,49.0,20019,dark,Balanced,Benning Branch Library
38.8939,-76.9479,1,POINT (-8565801.045611735 4706485.032949747),small,49.0,20019,dark,Net sink ZIP,Benning Branch Library
38.894,-77.0787,14,POINT (-8580361.635007495 4706499.335678623),medium,93.0,22209,dark,Balanced,Wilson Blvd & N Quinn St
38.894,-77.0786,530,POINT (-8580350.503058417 4706499.335678623),large,93.0,22209,dark,High-turnover hub,Wilson Blvd & N Quinn St
38.894,-77.0785,12,POINT (-8580339.371109338 4706499.335678623),medium,93.0,22209,dark,Balanced,Wilson Blvd & N Quinn St
38.894,-77.0242,1,POINT (-8574294.722759262 4706499.335678623),small,80.0,20535,medium,Balanced,9th St & Pennsylvania Ave NW
38.894,-76.9481,1,POINT (-8565823.309509894 4706499.335678623),small,49.0,20019,dark,Net sink ZIP,Benning Branch Library
38.894,-76.948,79,POINT (-8565812.177560814 4706499.335678623),large,49.0,20019,dark,High-turnover hub,Benning Branch Library
38.894,-76.9479,8,POINT (-8565801.045611735 4706499.335678623),medium,49.0,20019,dark,Balanced,Benning Branch Library
38.8941,-77.0787,1,POINT (-8580361.635007495 4706513.638427639),small,93.0,22209,dark,Net sink ZIP,Wilson Blvd & N Quinn St
38.8941,-77.0786,2,POINT (-8580350.503058417 4706513.638427639),medium,93.0,22209,dark,Balanced,Wilson Blvd & N Quinn St
38.8941,-77.0785,1,POINT (-8580339.371109338 4706513.638427639),small,93.0,22209,dark,Net sink ZIP,Wilson Blvd & N Quinn St
38.8941,-77.0443,375,POINT (-8576532.244524207 4706513.638427639),large,42.0,20415,medium,Balanced,Virginia Ave & C St NW
38.8941,-77.0442,3,POINT (-8576521.112575129 4706513.638427639),medium,42.0,20415,medium,Balanced,Virginia Ave & C St NW
38.8941,-77.0441,1,POINT (-8576509.980626049 4706513.638427639),small,42.0,20415,medium,Balanced,Virginia Ave & C St NW
38.8941,-77.044,1,POINT (-8576498.848676968 4706513.638427639),small,42.0,20415,medium,Balanced,Virginia Ave & C St NW
38.8941,-77.024,8,POINT (-8574272.458861105 4706513.638427639),medium,80.0,20535,medium,Balanced,9th St & Pennsylvania Ave NW
38.8941,-77.0239,1,POINT (-8574261.326912023 4706513.638427639),small,65.0,20004,dark,Net sink ZIP,9th St & Pennsylvania Ave NW
38.8941,-76.948,1,POINT (-8565812.177560814 4706513.638427639),small,49.0,20019,dark,Net sink ZIP,Benning Branch Library
38.8941,-76.9479,1,POINT (-8565801.045611735 4706513.638427639),small,49.0,20019,dark,Net sink ZIP,Benning Branch Library
38.8942,-77.0443,2,POINT (-8576532.244524207 4706527.941196792),medium,42.0,20415,medium,Balanced,Virginia Ave & C St NW
38.8942,-77.0442,2,POINT (-8576521.112575129 4706527.941196792),medium,42.0,20415,medium,Balanced,Virginia Ave & C St NW
38.8942,-77.0441,1,POINT (-8576509.980626049 4706527.941196792),small,42.0,20415,medium,Balanced,Virginia Ave & C St NW
38.8942,-77.0241,1,POINT (-8574283.590810183 4706527.941196792),small,80.0,20535,medium,Balanced,9th St & Pennsylvania Ave NW
38.8942,-77.024,23,POINT (-8574272.458861105 4706527.941196792),large,80.0,20535,medium,Balanced,9th St & Pennsylvania Ave NW
38.8942,-77.0239,12,POINT (-8574261.326912023 4706527.941196792),medium,65.0,20004,dark,Balanced,9th St & Pennsylvania Ave NW
38.8942,-77.0238,2,POINT (-8574250.194962945 4706527.941196792),medium,65.0,20004,dark,Balanced,9th St & Pennsylvania Ave NW
38.8942,-76.9479,1,POINT (-8565801.045611735 4706527.941196792),small,49.0,20019,dark,Net sink ZIP,Benning Branch Library
38.8943,-77.0241,1,POINT (-8574283.590810183 4706542.243986087),small,80.0,20535,medium,Balanced,9th St & Pennsylvania Ave NW
38.8943,-77.024,1159,POINT (-8574272.458861105 4706542.243986087),large,80.0,20535,medium,Balanced,9th St & Pennsylvania Ave NW
38.8943,-77.0239,10,POINT (-8574261.326912023 4706542.243986087),medium,65.0,20004,dark,Balanced,9th St & Pennsylvania Ave NW
38.8943,-76.9748,1,POINT (-8568795.539914075 4706542.243986087),small,52.0,20002,dark,Net sink ZIP,Oklahoma Ave & D St NE
38.8944,-77.024,2,POINT (-8574272.458861105 4706556.546795517),medium,80.0,20535,medium,Balanced,9th St & Pennsylvania Ave NW
38.8944,-77.0239,1,POINT (-8574261.326912023 4706556.546795517),small,65.0,20004,dark,Net sink ZIP,9th St & Pennsylvania Ave NW
38.8944,-76.9749,20,POINT (-8568806.671863154 4706556.546795517),medium,52.0,20002,dark,Balanced,Oklahoma Ave & D St NE
38.8944,-76.9748,7,POINT (-8568795.539914075 4706556.546795517),medium,52.0,20002,dark,Balanced,Oklahoma Ave & D St NE
38.8945,-77.0724,2,POINT (-8579660.322215497 4706570.849625086),medium,93.0,22209,dark,Balanced,Wilson Blvd & Ft Myer Dr
38.8945,-77.0722,1,POINT (-8579638.058317339 4706570.849625086),small,93.0,22209,dark,Net sink ZIP,Wilson Blvd & Ft Myer Dr
38.8945,-77.0318,3,POINT (-8575140.750889292 4706570.849625086),medium,65.0,20004,dark,Balanced,14th & D St NW / John A Wilson Building
38.8945,-77.0317,32,POINT (-8575129.618940212 4706570.849625086),large,65.0,20004,dark,High-turnover hub,14th & D St NW / John A Wilson Building
38.8945,-77.0316,1106,POINT (-8575118.486991132 4706570.849625086),large,65.0,20004,dark,High-turnover hub,14th & D St NW / John A Wilson Building
38.8945,-77.0232,1,POINT (-8574183.40326847 4706570.849625086),small,65.0,20004,dark,Net sink ZIP,8th & D St NW
38.8945,-77.0231,1,POINT (-8574172.27131939 4706570.849625086),small,65.0,20004,dark,Net sink ZIP,8th & D St NW
38.8945,-77.02,9,POINT (-8573827.180897929 4706570.849625086),medium,65.0,20004,dark,Balanced,6th St & Indiana Ave NW
38.8945,-77.0199,2,POINT (-8573816.048948852 4706570.849625086),medium,59.0,20001,dark,Balanced,6th St & Indiana Ave NW
38.8945,-76.9749,5,POINT (-8568806.671863154 4706570.849625086),medium,52.0,20002,dark,Balanced,Oklahoma Ave & D St NE
38.8945,-76.9748,393,POINT (-8568795.539914075 4706570.849625086),large,52.0,20002,dark,High-turnover hub,Oklahoma Ave & D St NE
38.8946,-77.0725,1,POINT (-8579671.454164578 4706585.152474795),small,93.0,22209,dark,Net sink ZIP,Wilson Blvd & Ft Myer Dr
38.8946,-77.0724,3,POINT (-8579660.322215497 4706585.152474795),medium,93.0,22209,dark,Balanced,Wilson Blvd & Ft Myer Dr
38.8946,-77.0723,332,POINT (-8579649.19026642 4706585.152474795),large,93.0,22209,dark,High-turnover hub,Wilson Blvd & Ft Myer Dr
38.8946,-77.0722,1,POINT (-8579638.058317339 4706585.152474795),small,93.0,22209,dark,Net sink ZIP,Wilson Blvd & Ft Myer Dr
38.8946,-77.0318,1,POINT (-8575140.750889292 4706585.152474795),small,65.0,20004,dark,Net sink ZIP,14th & D St NW / John A Wilson Building
38.8946,-77.0317,5,POINT (-8575129.618940212 4706585.152474795),medium,65.0,20004,dark,Balanced,14th & D St NW / John A Wilson Building
38.8946,-77.0316,3,POINT (-8575118.486991132 4706585.152474795),medium,65.0,20004,dark,Balanced,14th & D St NW / John A Wilson Building
38.8946,-77.0234,2,POINT (-8574205.667166628 4706585.152474795),medium,65.0,20004,dark,Balanced,8th & D St NW
38.8946,-77.0233,2,POINT (-8574194.53521755 4706585.152474795),medium,65.0,20004,dark,Balanced,8th & D St NW
38.8946,-77.0232,2,POINT (-8574183.40326847 4706585.152474795),medium,65.0,20004,dark,Balanced,8th & D St NW
38.8946,-77.0231,2,POINT (-8574172.27131939 4706585.152474795),medium,65.0,20004,dark,Balanced,8th & D St NW
38.8946,-77.023,1,POINT (-8574161.13937031 4706585.152474795),small,65.0,20004,dark,Net sink ZIP,8th & D St NW
38.8946,-77.0201,3,POINT (-8573838.31284701 4706585.152474795),medium,65.0,20004,dark,Balanced,6th St & Indiana Ave NW
38.8946,-77.02,50,POINT (-8573827.180897929 4706585.152474795),large,65.0,20004,dark,High-turnover hub,6th St & Indiana Ave NW
38.8946,-77.0199,1298,POINT (-8573816.048948852 4706585.152474795),large,59.0,20001,dark,High-turnover hub,6th St & Indiana Ave NW
38.8947,-77.0725,1,POINT (-8579671.454164578 4706599.455344643),small,93.0,22209,dark,Net sink ZIP,Wilson Blvd & Ft Myer Dr
38.8947,-77.0724,8,POINT (-8579660.322215497 4706599.455344643),medium,93.0,22209,dark,Balanced,Wilson Blvd & Ft Myer Dr
38.8947,-77.0723,10,POINT (-8579649.19026642 4706599.455344643),medium,93.0,22209,dark,Balanced,Wilson Blvd & Ft Myer Dr
38.8947,-77.0722,2,POINT (-8579638.058317339 4706599.455344643),medium,93.0,22209,dark,Balanced,Wilson Blvd & Ft Myer Dr
38.8947,-77.0452,6,POINT (-8576632.43206592 4706599.455344643),medium,43.0,20006,dark,Balanced,20th St & Virginia Ave NW
38.8947,-77.0451,317,POINT (-8576621.300116843 4706599.455344643),large,43.0,20006,dark,High-turnover hub,20th St & Virginia Ave NW
38.8947,-77.0234,1,POINT (-8574205.667166628 4706599.455344643),small,65.0,20004,dark,Net sink ZIP,8th & D St NW
38.8947,-77.0233,13,POINT (-8574194.53521755 4706599.455344643),medium,65.0,20004,dark,Balanced,8th & D St NW
38.8947,-77.0232,12,POINT (-8574183.40326847 4706599.455344643),medium,65.0,20004,dark,Balanced,8th & D St NW
38.8947,-77.0231,4,POINT (-8574172.27131939 4706599.455344643),medium,65.0,20004,dark,Balanced,8th & D St NW
38.8947,-77.0201,2,POINT (-8573838.31284701 4706599.455344643),medium,65.0,20004,dark,Balanced,6th St & Indiana Ave NW
38.8947,-77.02,11,POINT (-8573827.180897929 4706599.455344643),medium,65.0,20004,dark,Balanced,6th St & Indiana Ave NW
